4,80,1,10566.0
4,80,2,31361.0
4,80,3,8270.0
4,80,4,31662.0
4,81,1,17123.2
4,81,2,34092.2
4,81,3,7974.8
4,81,4,27672.2
4,82,1,23680.4
4,82,2,36823.4
4,82,3,7679.6
4,82,4,23682.4
4,83,1,30237.6
4,83,2,39554.6
4,83,3,7384.4
4,83,4,19692.6
4,84,1,36794.8
4,84,2,42285.8
4,84,3,7089.2
4,84,4,15702.8
4,85,1,43352.0
4,85,2,45017.0
4,85,3,6794.0
4,85,4,11713.0
4,86,1,39513.0
4,86,2,42145.0
4,86,3,9532.6
4,86,4,16817.6
4,87,1,35674.0
4,87,2,39273.0
4,87,3,12271.2
4,87,4,21922.2
4,88,1,31835.0
4,88,2,36401.0
4,88,3,15009.8
4,88,4,27026.8
4,89,1,27996.0
4,89,2,33529.0
4,89,3,17748.4
4,89,4,32131.4
4,90,1,24157.0
4,90,2,30657.0
4,90,3,20487.0
4,90,4,37236.0
4,91,1,24917.6
4,91,2,31432.4
4,91,3,21030.4
4,91,4,35342.4
4,92,1,25678.2
4,92,2,32207.8
4,92,3,21573.8
4,92,4,33448.8
4,93,1,26438.8
4,93,2,32983.2
4,93,3,22117.2
4,93,4,31555.2
4,94,1,27199.4
4,94,2,33758.6
4,94,3,22660.6
4,94,4,29661.6
4,95,1,27960.0
4,95,2,34534.0
4,95,3,23204.0
4,95,4,27768.0
4,96,1,24472.6
4,96,2,31401.6
4,96,3,25208.0
4,96,4,28427.0
4,97,1,20985.2
4,97,2,28269.2
4,97,3,27212.0
4,97,4,29086.0
4,98,1,17497.8
4,98,2,25136.8
4,98,3,29216.0
4,98,4,29745.0
4,99,1,14010.4
4,99,2,22004.4
4,99,3,31220.0
4,99,4,30404.0
4,100,1,10523.0
4,100,2,18872.0
4,100,3,33224.0
4,100,4,31063.0
4,101,1,13079.2
4,101,2,24653.0
4,101,3,35235.6
4,101,4,34472.8
4,102,1,15635.4
4,102,2,30434.0
4,102,3,37247.2
4,102,4,37882.6
4,103,1,18191.6
4,103,2,36215.0
4,103,3,39258.8
4,103,4,41292.4
4,104,1,20747.8
4,104,2,41996.0
4,104,3,41270.4
4,104,4,44702.2
4,105,1,23304.0
4,105,2,47777.0
4,105,3,43282.0
4,105,4,48112.0
4,106,1,26117.6
4,106,2,40431.2
4,106,3,44281.4
4,106,4,47694.0
4,107,1,28931.2
4,107,2,33085.4
4,107,3,45280.8
4,107,4,47276.0
4,108,1,31744.8
4,108,2,25739.6
4,108,3,46280.2
4,108,4,46858.0
4,109,1,34558.4
4,109,2,18393.8
