4,80,1,0,54.4536512536
4,80,2,1,0.0
4,80,3,1,0.0
4,80,4,1,0.0
4,81,1,0,54.5636954181
4,81,2,1,0.0
4,81,3,1,0.0
4,81,4,1,0.0
4,82,1,0,54.6714850571
4,82,2,1,0.0
4,82,3,1,0.0
4,82,4,1,0.0
4,83,1,0,54.7770887523
4,83,2,1,0.0
4,83,3,1,0.0
4,83,4,1,0.0
4,84,1,0,54.8805723317
4,84,2,1,0.0
4,84,3,1,0.0
4,84,4,1,0.0
4,85,1,1,0.0
4,85,2,1,0.0
4,85,3,1,0.0
4,85,4,1,0.0
4,86,1,1,0.0
4,86,2,1,0.0
4,86,3,1,0.0
4,86,4,1,0.0
4,87,1,1,0.0
4,87,2,1,0.0
4,87,3,1,0.0
4,87,4,1,0.0
4,88,1,1,0.0
4,88,2,1,0.0
4,88,3,1,0.0
4,88,4,1,0.0
4,89,1,1,0.0
4,89,2,1,0.0
4,89,3,1,0.0
4,89,4,1,0.0
4,90,1,0,55.4603236274
4,90,2,0,59.8889367095
4,90,3,0,61.526609246
4,90,4,0,62.3794979111
4,91,1,0,55.5506050789
4,91,2,0,59.9415350215
4,91,3,0,61.5636085142
4,91,4,0,62.4080179171
4,92,1,0,55.6392087592
4,92,2,0,59.9930793684
4,92,3,0,61.5998465346
4,92,4,0,62.4359431688
4,93,1,0,55.7261810065
4,93,2,0,60.043601115
4,93,3,0,61.6353465616
4,93,4,0,62.4632920788
4,94,1,0,55.8115664686
4,94,2,0,60.0931303936
4,94,3,0,61.670130912
4,94,4,0,62.4900823071
4,95,1,0,55.8954081785
4,95,2,1,0.0
4,95,3,1,0.0
4,95,4,1,0.0
4,96,1,0,55.9777476272
4,96,2,1,0.0
4,96,3,1,0.0
4,96,4,1,0.0
4,97,1,0,56.0586248322
4,97,2,1,0.0
4,97,3,1,0.0
4,97,4,1,0.0
4,98,1,0,56.138078402
4,98,2,1,0.0
4,98,3,1,0.0
4,98,4,1,0.0
4,99,1,0,56.2161455978
4,99,2,1,0.0
4,99,3,1,0.0
4,99,4,1,0.0
4,100,1,0,56.2928623917
4,100,2,1,0.0
4,100,3,0,61.8649506365
4,100,4,1,0.0
4,101,1,0,56.368263522
4,101,2,1,0.0
4,101,3,0,61.8952805254
4,101,4,1,0.0
4,102,1,0,56.4423825457
4,102,2,1,0.0
4,102,3,0,61.9250445946
4,102,4,1,0.0
4,103,1,0,56.5152518882
4,103,2,1,0.0
4,103,3,0,61.9542585312
4,103,4,1,0.0
4,104,1,0,56.5869028905
4,104,2,1,0.0
