11;45;32;0;25.566412
11;45;31;0.001412;23.686029
11;45;30;0.002986;21.189087
11;45;29;0.001881;19.086508
11;45;28;0.007738;17.377559
11;45;27;0.003737;15.551034
11;45;26;0.005883;13.834369
11;45;25;0.004537;12.480877
11;45;24;0.004413;11.02876
11;45;23;0.00801;9.671551
11;45;22;0.005411;8.462568
11;45;21;0.012464;9.199976
11;45;20;0.000815;6.44876
11;45;19;0.020108;5.521096
11;45;18;0.00679;4.794558
11;45;17;0.007226;4.053859
11;45;16;0.010479;3.393499
11;45;15;0.003341;2.887814
11;45;14;0.013445;2.368766
11;45;13;0.022062;1.921427
11;45;12;0.020292;1.536916
11;45;11;0.027382;1.265436
11;45;10;0.053139;1.004399
11;45;9;0.014145;0.760518
11;45;8;0.002503;0.635783
11;45;7;0.036696;0.476555
11;45;6;0.076151;0.381204
11;45;5;0.17494;0.314094
11;45;4;0.2082;0.254861
11;45;3;0.91171;0.222372
11;45;2;12.15374;0.216452
11;45;1;47.79632;0.407367
11;44;32;0;25.541236
11;44;31;0.001412;23.463051
11;44;30;0.002986;21.213439
11;44;29;0.001881;19.093811
11;44;28;0.007738;17.407701
11;44;27;0.003737;15.583278
11;44;26;0.005883;13.862437
11;44;25;0.004537;12.480744
11;44;24;0.004413;11.022536
11;44;23;0.00801;9.675116
11;44;22;0.005411;8.437096
11;44;21;0.012464;9.171752
11;44;20;0.000815;6.478596
11;44;19;0.020108;5.524089
11;44;18;0.00679;4.836574
11;44;17;0.007226;4.059297
11;44;16;0.010479;3.394209
11;44;15;0.003341;2.888699
11;44;14;0.013445;2.392789
11;44;13;0.022062;2.132933
11;44;12;0.020292;1.561135
11;44;11;0.027382;1.262903
11;44;10;0.053139;0.987093
11;44;9;0.014145;0.779613
11;44;8;0.002503;0.613353
11;44;7;0.036696;0.475285
11;44;6;0.076151;0.376451
11;44;5;0.17494;0.301455
11;44;4;0.2082;0.260692
11;44;3;0.91171;0.22589
11;44;2;12.15374;0.20796
11;44;1;47.79632;0.204395
11;43;32;0;25.535751
11;43;31;0.001412;23.466758
11;43;30;0.002986;21.193469
11;43;29;0.001881;19.094288
11;43;28;0.007738;17.391171
11;43;27;0.003737;15.546677
11;43;26;0.005883;13.84902
11;43;25;0.004537;12.481699
11;43;24;0.004413;11.021698
11;43;23;0.00801;9.67202
11;43;22;0.005411;8.4522
11;43;21;0.012464;9.189195
11;43;20;0.000815;6.435111
11;43;19;0.020108;5.538346
11;43;18;0.00679;4.805368
11;43;17;0.007226;4.04905
11;43;16;0.010479;3.64102
11;43;15;0.003341;2.893015
11;43;14;0.013445;2.369597
11;43;13;0.022062;1.922537
11;43;12;0.020292;1.542226
11;43;11;0.027382;1.260651
11;43;10;0.053139;1.003369
11;43;9;0.014145;0.769449
11;43;8;0.002503;0.618868
11;43;7;0.036696;0.483114
11;43;6;0.076151;0.370357
11;43;5;0.17494;0.329505
11;43;4;0.2082;0.255939
11;43;3;0.91171;0.227349
11;43;2;12.15374;0.209142
11;43;1;47.79632;0.239089
11;42;32;0;25.543856
11;42;31;0.001412;23.488504
11;42;30;0.002986;21.436745
11;42;29;0.001881;19.08479
11;42;28;0.007738;17.392169
11;42;27;0.003737;15.549002
11;42;26;0.005883;13.856351
11;42;25;0.004537;12.56788
11;42;24;0.004413;11.084175
11;42;23;0.00801;9.693431
11;42;22;0.005411;8.473438
11;42;21;0.012464;7.487269
11;42;20;0.000815;8.161485
11;42;19;0.020108;5.559169
11;42;18;0.00679;4.819359
11;42;17;0.007226;4.138429
11;42;16;0.010479;3.4151
11;42;15;0.003341;2.880729
11;42;14;0.013445;2.880729
11;42;13;0.022062;3.625165
11;42;12;0.020292;1.539244
11;42;11;0.027382;1.269398
11;42;10;0.053139;0.999959
11;42;9;0.014145;0.794675
11;42;8;0.002503;0.610353
11;42;7;0.036696;0.480966
11;42;6;0.076151;0.394065
11;42;5;0.17494;0.307138
11;42;4;0.2082;0.262512
11;42;3;0.91171;0.223953
11;42;2;12.15374;0.204871
11;42;1;47.79632;0.203542
11;41;32;0;25.535315
11;41;31;0.001412;23.497142
11;41;30;0.002986;21.189332
11;41;29;0.001881;19.091709
11;41;28;0.007738;17.397298
11;41;27;0.003737;15.559491
11;41;26;0.005883;13.865393
11;41;25;0.004537;12.501222
11;41;24;0.004413;11.062593
11;41;23;0.00801;9.678049
11;41;22;0.005411;8.483258
11;41;21;0.012464;13.308679
11;41;20;0.000815;8.155372
11;41;19;0.020108;5.788124
11;41;18;0.00679;4.845143
11;41;17;0.007226;4.069679
11;41;16;0.010479;3.410123
11;41;15;0.003341;3.410123
11;41;14;0.013445;4.270508
11;41;13;0.022062;1.92222
11;41;12;0.020292;2.759816
11;41;11;0.027382;1.287436
11;41;10;0.053139;1.000706
11;41;9;0.014145;0.805172
11;41;8;0.002503;0.823589
11;41;7;0.036696;0.508642
11;41;6;0.076151;0.372517
11;41;5;0.17494;0.298344
11;41;4;0.2082;0.289484
11;41;3;0.91171;0.227504
11;41;2;12.15374;3.169711
11;41;1;47.79632;0.413518
11;40;32;0;25.555651
11;40;31;0.001412;23.457298
11;40;30;0.002986;21.21178
11;40;29;0.001881;21.619839
11;40;28;0.007738;17.411277
11;40;27;0.003737;15.566873
11;40;26;0.005883;14.051996
11;40;25;0.004537;14.173755
11;40;24;0.004413;11.030327
11;40;23;0.00801;9.785185
11;40;22;0.005411;10.824571
11;40;21;0.012464;7.48747
11;40;20;0.000815;8.175327
11;40;19;0.020108;5.527594
11;40;18;0.00679;4.851055
11;40;17;0.007226;4.068473
11;40;16;0.010479;3.399098
11;40;15;0.003341;2.911751
11;40;14;0.013445;2.37601
11;40;13;0.022062;4.955013
11;40;12;0.020292;1.578842
11;40;11;0.027382;1.268002
11;40;10;0.053139;1.011228
11;40;9;0.014145;0.779054
11;40;8;0.002503;0.648505
11;40;7;0.036696;0.47351
11;40;6;0.076151;0.374515
11;40;5;0.17494;2.009044
11;40;4;0.2082;1.949426
11;40;3;0.91171;0.213351
11;40;2;12.15374;0.22987
11;40;1;47.79632;0.208701
11;39;32;0;25.522032
11;39;31;0.001412;23.480488
11;39;30;0.002986;21.198006
11;39;29;0.001881;21.026077
11;39;28;0.007738;17.401112
11;39;27;0.003737;15.553758
11;39;26;0.005883;13.842651
11;39;25;0.004537;12.514605
11;39;24;0.004413;11.026007
11;39;23;0.00801;9.673218
11;39;22;0.005411;8.436128
11;39;21;0.012464;9.197038
11;39;20;0.000815;6.465063
11;39;19;0.020108;5.552059
11;39;18;0.00679;5.508586
11;39;17;0.007226;4.079973
11;39;16;0.010479;3.423792
11;39;15;0.003341;2.934631
11;39;14;0.013445;2.382687
11;39;13;0.022062;2.212892
11;39;12;0.020292;1.548201
11;39;11;0.027382;1.264801
11;39;10;0.053139;0.986863
11;39;9;0.014145;0.801705
11;39;8;0.002503;0.616183
11;39;7;0.036696;0.479636
11;39;6;0.076151;0.382016
11;39;5;0.17494;0.307492
11;39;4;0.2082;0.257555
11;39;3;0.91171;0.226426
11;39;2;12.15374;0.251935
11;39;1;47.79632;0.208732
11;38;32;0;25.555755
11;38;31;0.001412;23.469944
11;38;30;0.002986;21.226435
11;38;29;0.001881;19.110519
11;38;28;0.007738;17.396174
11;38;27;0.003737;15.558749
11;38;26;0.005883;13.854792
11;38;25;0.004537;12.485176
11;38;24;0.004413;11.027701
11;38;23;0.00801;9.67663
11;38;22;0.005411;8.44821
11;38;21;0.012464;10.420855
11;38;20;0.000815;6.446949
11;38;19;0.020108;5.542218
11;38;18;0.00679;6.949933
11;38;17;0.007226;4.771566
11;38;16;0.010479;3.396771
11;38;15;0.003341;5.762238
11;38;14;0.013445;2.372138
11;38;13;0.022062;1.928524
11;38;12;0.020292;1.560763
11;38;11;0.027382;1.269864
11;38;10;0.053139;0.998438
11;38;9;0.014145;0.774772
