11;53;5;11343
11;53;4;9724
11;53;3;7935
11;53;2;6605
11;53;1;5920
11;52;5;15298
11;52;4;6189
11;52;3;4457
11;52;2;3586
11;52;1;4236
11;51;5;13356
11;51;4;10178
11;51;3;4991
11;51;2;3548
11;51;1;4265
11;50;5;12432
11;50;4;6803
11;50;3;6025
11;50;2;4704
11;50;1;3997
11;49;5;15124
11;49;4;11476
11;49;3;9771
11;49;2;6869
11;49;1;6584
11;48;5;14899
11;48;4;11075
11;48;3;8758
11;48;2;6838
11;48;1;6297
11;47;5;13208
11;47;4;10626
11;47;3;8280
11;47;2;6895
11;47;1;6194
11;46;5;14948
11;46;4;6333
11;46;3;9276
11;46;2;6891
11;46;1;6229
11;45;5;6922
11;45;4;5501
11;45;3;4219
11;45;2;4122
11;45;1;5622
11;44;6;12675
11;44;5;11416
11;44;4;9533
11;44;3;8235
11;44;2;6542
11;44;1;5738
11;43;7;15797
11;43;6;12734
11;43;5;11280
11;43;4;9349
11;43;3;9303
11;43;2;7276
11;43;1;6179
11;42;7;7507
11;42;6;12798
11;42;5;10989
11;42;4;9262
11;42;3;9756
11;42;2;7019
11;42;1;5171
11;41;8;13898
11;41;7;12508
11;41;6;10952
11;41;5;9656
11;41;4;8270
11;41;3;7495
11;41;2;6016
11;41;1;5857
11;40;8;4526
11;40;7;4531
11;40;6;4329
11;40;5;4242
11;40;4;4055
11;40;3;3998
11;40;2;3572
11;40;1;4696
11;39;8;7095
11;39;7;6440
11;39;6;5784
11;39;5;5049
11;39;4;4331
11;39;3;3831
11;39;2;3038
11;39;1;3728
11;38;8;7155
11;38;7;6431
11;38;6;5395
11;38;5;4876
11;38;4;4237
11;38;3;3845
11;38;2;3056
11;38;1;3776
11;37;8;6997
11;37;7;6296
11;37;6;5255
11;37;5;4805
11;37;4;4298
11;37;3;4094
11;37;2;3100
11;37;1;3782
11;36;9;15511
11;36;8;13712
11;36;7;12002
11;36;6;10584
11;36;5;10523
11;36;4;3978
11;36;3;3875
11;36;2;3601
11;36;1;4593
11;35;9;15342
11;35;8;13066
11;35;7;13421
11;35;6;10439
11;35;5;10198
11;35;4;3981
11;35;3;3872
11;35;2;3532
11;35;1;4631
11;34;9;14016
11;34;8;12150
11;34;7;11456
11;34;6;9830
11;34;5;9494
11;34;4;3909
11;34;3;3829
11;34;2;3484
11;34;1;4433
11;33;9;13850
11;33;8;12318
11;33;7;11445
11;33;6;11175
11;33;5;4062
11;33;4;3871
11;33;3;3905
11;33;2;3463
11;33;1;4335
11;32;9;13310
11;32;8;11831
11;32;7;11361
11;32;6;10779
11;32;5;4028
11;32;4;3844
11;32;3;3845
11;32;2;3471
11;32;1;4336
11;31;9;13271
11;31;8;11598
11;31;7;10915
11;31;6;10740
11;31;5;4013
11;31;4;3865
11;31;3;3889
11;31;2;3447
11;31;1;4306
11;30;10;13244
11;30;9;12532
11;30;8;10276
11;30;7;9564
11;30;6;8562
11;30;5;6516
11;30;4;7262
11;30;3;6459
11;30;2;5172
11;30;1;5194
11;29;10;13460
11;29;9;12952
11;29;8;10126
11;29;7;9647
11;29;6;8602
11;29;5;6715
11;29;4;7115
11;29;3;6162
11;29;2;5336
11;29;1;5219
11;29;10;13460
11;29;9;12952
11;29;1;5219
11;28;10;13244
11;28;9;12532
11;28;8;10251
11;28;7;9596
11;28;6;8870
11;28;5;6620
11;28;4;6916
11;28;3;6573
11;28;2;5224
11;28;1;5194
11;27;10;12469
11;27;9;12281
11;27;8;10357
11;27;7;9801
11;27;6;8708
11;27;5;6522
11;27;4;7090
11;27;3;6391
11;27;2;5235
11;27;1;4814
11;26;10;12316
11;26;9;12351
11;26;8;10488
11;26;7;9584
11;26;6;8710
11;26;5;6520
11;26;4;7277
11;26;3;6519
11;26;2;5152
11;26;1;5165
11;25;11;14489
11;25;10;12044
11;25;9;6723
11;25;8;10695
11;25;7;9721
11;25;6;8996
11;25;5;8438
11;25;4;7232
11;25;3;6625
11;25;2;5502
11;25;1;4878
11;24;11;12665
11;24;10;11325
11;24;9;10936
11;24;8;10066
11;24;7;9456
11;24;6;8564
11;24;5;8047
11;24;4;7375
11;24;3;6218
11;24;2;5147
11;24;1;4699
11;23;11;12272
11;23;10;11089
11;23;9;10626
11;23;8;9494
11;23;7;9344
11;23;6;8167
11;23;5;8225
11;23;4;6790
11;23;3;6250
11;23;2;5124
11;23;1;4663
11;22;11;12069
11;22;10;10882
11;22;9;10424
11;22;8;9465
11;22;7;9566
11;22;6;8377
11;22;5;7806
11;22;4;6710
11;22;3;6484
11;22;2;5217
11;22;1;4697
11;21;11;11624
11;21;10;10693
11;21;9;10486
11;21;8;9261
11;21;7;9189
11;21;6;7962
11;21;5;7504
11;21;4;6513
11;21;3;7041
11;21;2;4969
11;21;1;4617
11;20;12;12150
11;20;11;11552
11;20;10;11002
11;20;9;10381
11;20;8;9322
11;20;7;9051
11;20;6;7888
11;20;5;7329
11;20;4;7122
11;20;3;6692
11;20;2;4812
11;20;1;4757
11;19;14;13754
11;19;13;13531
11;19;12;11641
11;19;11;11504
11;19;10;10206
11;19;9;10144
11;19;8;9101
11;19;7;8590
11;19;6;7816
11;19;5;7454
11;19;4;6568
11;19;3;6490
11;19;2;4946
11;19;1;4616
11;18;14;14100
11;18;13;12953
11;18;12;11663
11;18;11;11454
11;18;10;10291
11;18;9;9962
11;18;8;9037
11;18;7;8584
11;18;6;8047
11;18;5;7449
11;18;4;6730
11;18;3;6314
11;18;2;5289
11;18;1;4521
11;17;14;11656
11;17;13;11628
11;17;12;10753
11;17;11;10363
11;17;10;9521
11;17;9;9109
11;17;8;8366
11;17;7;7973
11;17;6;7450
11;17;5;6847
11;17;4;6191
11;17;3;5746
11;17;2;4903
11;17;1;4406
11;16;14;11573
11;16;13;11997
11;16;12;10372
11;16;11;10319
11;16;10;9237
11;16;9;8910
11;16;8;8042
11;16;7;8031
11;16;6;7195
11;16;5;6914
11;16;4;6102
11;16;3;5582
11;16;2;4566
11;16;1;4355
11;15;13;11186
11;15;12;9973
11;15;11;10154
11;15;10;9378
11;15;9;8648
11;15;8;7909
11;15;7;7744
11;15;6;6680
11;15;5;6612
11;15;4;5638
11;15;3;5425
11;15;2;4576
11;15;1;3794
11;14;14;10671
11;14;13;10766
11;14;12;9640
11;14;11;9461
11;14;10;8560
11;14;9;8433
11;14;8;7323
11;14;7;7169
11;14;6;6489
11;14;5;6278
11;14;4;5614
11;14;3;5146
11;14;2;4488
11;14;1;4168
11;13;15;11216
11;13;14;10136
11;13;13;9943
11;13;12;9123
11;13;11;9181
11;13;10;8093
11;13;9;8417
11;13;8;7398
11;13;7;7173
11;13;6;6522
11;13;5;6224
11;13;4;5642
11;13;3;5147
11;13;2;4293
11;13;1;4084
11;12;15;11164
11;12;14;10318
11;12;13;10122
11;12;12;9380
11;12;11;9222
11;12;10;8207
11;12;9;7941
11;12;8;7166
11;12;7;7041
11;12;6;6201
11;12;5;6108
11;12;4;5459
11;12;3;5180
11;12;2;4308
11;12;1;4162
11;11;15;11065
11;11;14;9901
11;11;13;10006
11;11;12;8959
11;11;11;8747
11;11;10;7893
11;11;9;7059
11;11;8;7042
11;11;7;6923
11;11;6;6185
11;11;5;6075
11;11;4;5442
11;11;3;5118
11;11;2;4221
11;11;1;4023
