11,32,10,41922
11,33,10,25162
11,34,10,25020
11,35,10,25860
11,36,10,26160
11,37,10,30420
11,38,10,33480
11,39,10,40680
11,40,10,17460
11,44,10,35520
11,45,10,38820
11,53,10,58020
11,32,11,39830
11,33,11,28980
11,34,11,32040
11,35,11,90480
11,36,11,32640
11,37,11,31680
11,38,11,34080
11,39,11,37800
11,40,11,38280
11,41,11,90720
11,42,11,46440
11,43,11,43440
11,44,11,46560
11,45,11,46980
11,32,12,37200
11,33,12,35820
11,34,12,37020
11,35,12,34740
11,36,12,40560
11,37,12,48230
11,38,12,42120
11,39,12,48900
11,40,12,41220
11,41,12,39240
11,42,12,49020
11,43,12,46380
11,44,12,53940
11,45,12,41640
11,32,13,58720
11,33,13,85210
11,34,13,67720
11,35,13,68300
11,36,13,50880
11,37,13,86720
11,38,13,64120
11,39,13,43400
11,40,13,50060
11,41,13,57720
11,42,13,50640
11,43,13,50640
11,44,13,50640
11,45,13,90240
11,32,14,91720
11,33,14,56160
11,34,14,74630
11,35,14,110730
11,36,14,70900
11,37,14,72310
11,38,14,115930
11,39,14,75500
11,40,14,87720
11,41,14,128400
11,32,15,57720
11,33,15,49500
11,34,15,56520
11,32,16,52980
11,32,1,3120
11,33,1,3360
11,34,1,4500
11,35,1,4211
11,36,1,3360
11,37,1,4620
11,38,1,3720
11,39,1,3780
11,40,1,3780
11,41,1,6480
11,42,1,3840
11,43,1,3840
11,44,1,4080
11,45,1,4020
11,53,1,4380
11,32,2,4680
11,33,2,4980
11,34,2,3860
11,35,2,4960
11,36,2,4830
11,37,2,4970
11,38,2,3960
11,39,2,3260
11,40,2,4840
11,41,2,4500
11,42,2,3970
11,43,2,3490
11,44,2,4220
11,45,2,4300
11,53,2,4510
11,32,3,6840
11,33,3,6960
11,34,3,6480
11,35,3,6470
11,36,3,6180
11,37,3,7210
11,38,3,7470
11,39,3,5400
11,40,3,5760
11,41,3,6209
11,42,3,6076
11,43,3,7439
11,44,3,6040
11,45,3,6050
11,53,3,8750
11,32,4,8640
11,33,4,9000
11,34,4,10320
11,35,4,11760
11,36,4,7200
11,37,4,8820
11,38,4,9900
11,39,4,10680
11,40,4,16140
11,43,4,11520
11,44,4,12960
11,45,4,23820
11,53,4,31150
11,32,5,10680
11,33,5,11640
11,35,5,11880
11,36,5,12840
11,37,5,13080
11,38,5,12840
11,39,5,15720
11,40,5,14880
11,41,5,15360
11,42,5,14520
11,43,5,15480
11,44,5,14820
11,45,5,17280
11,53,5,19320
11,32,6,13380
11,33,6,13020
11,34,6,16260
11,35,6,14360
11,36,6,12360
11,37,6,18540
11,38,6,16220
11,39,6,11400
11,40,6,13740
11,41,6,13800
11,42,6,12070
11,43,6,17620
11,44,6,11120
11,45,6,15480
11,45,6,14990
11,53,7,13220
11,32,7,16860
11,33,7,16860
11,34,7,20498
11,35,7,17495
11,36,7,17120
11,37,7,21155
11,38,7,21735
11,39,7,15273
11,40,7,21889
11,41,7,15001
11,42,7,20308
11,43,7,15031
11,44,7,15178
11,45,7,15184
11,53,7,17220
11,32,8,24300
11,33,8,23700
11,34,8,18673
11,35,8,19776
11,36,8,25360
11,37,8,21300
11,38,8,22920
11,39,8,23580
11,41,8,26340
11,42,8,29340
11,43,8,33180
11,44,8,17820
11,45,8,27120
11,53,8,29840
11,32,9,32460
11,33,9,33600
11,34,9,29220
11,35,9,41857
11,36,9,36227
11,37,9,49578
11,38,9,40739
11,39,9,47388
11,40,9,30766
11,41,9,37928
11,42,9,32420
11,43,9,32460
11,44,9,33600
11,45,9,29220
11,53,9,35140
