7,1,10,0,80,7380
7,1,12,0,75,6960
7,1,14,0,78,7800
7,1,16,0,78,7200
7,1,18,0,85,8940
7,1,20,0,78,8640
7,1,22,0,83,10380
7,1,24,0,81,9720
7,1,26,1,92,13260
7,1,28,0,90,10740
7,1,30,0,82,12120
7,1,32,0,80,9600
7,1,34,0,92,13140
7,1,36,0,87,10980
7,1,38,0,92,14040
7,1,40,0,97,11460
7,2,10,0,79,8400
7,2,12,0,82,9360
7,2,14,0,81,9360
7,2,16,0,82,9660
7,2,18,0,92,11760
7,2,20,0,85,12420
7,2,22,0,82,14100
7,2,24,0,75,11340
7,2,26,0,101,21420
7,2,28,0,90,19140
7,2,30,0,102,23220
7,2,32,0,93,19800
7,2,34,1,124,27060
7,2,36,0,100,23160
7,2,38,0,97,22620
7,2,40,0,98,17400
7,4,10,0,83,12180
7,4,12,0,86,13560
7,4,14,0,89,15240
7,4,16,0,90,14340
7,4,18,0,95,18660
7,4,20,0,88,17940
7,4,22,1,93,22680
7,4,24,0,81,20220
7,4,26,1,91,39300
7,4,28,0,90,9540
7,4,30,2,95,105960
7,4,32,2,94,47280
7,4,36,2,101,8940
7,4,38,2,111,95880
7,4,40,2,121,12660
